customer_id,score_margen,score_ingreso,score_frecuencia,score_programa,score_adherencia,indice_priorizacion,categoria_valor,clv_24m,fecha_calculo
XFC-01267,2.8,0.57,16.25,50,95.47,36.89,Valor Medio,14287.0,2026-04-15
XFC-01268,13.34,11.91,21.75,0,73.7,31.09,Valor Bajo,1569.0,2026-04-15
XFC-01269,0.71,0.58,14.75,0,50.0,17.51,Valor Bajo,0.0,2026-04-15
XFC-01270,33.04,38.53,28.12,0,79.01,43.89,Valor Medio,2856.0,2026-04-15
XFC-01271,0.58,0.5,1.25,50,50.0,20.43,Valor Bajo,0.0,2026-04-15
XFC-01272,8.54,6.38,11.38,25,50.0,22.62,Valor Bajo,0.0,2026-04-15
XFC-01273,1.12,1.04,2.25,0,50.0,15.83,Valor Bajo,0.0,2026-04-15
XFC-01274,23.34,18.53,31.5,25,82.87,41.63,Valor Medio,2539.0,2026-04-15
XFC-01275,8.61,4.32,17.12,25,88.88,34.75,Valor Bajo,3831.0,2026-04-15
XFC-01276,18.22,16.2,22.12,0,79.05,34.83,Valor Bajo,1337.0,2026-04-15
XFC-01277,37.9,36.35,30.38,0,72.2,42.96,Valor Medio,1872.0,2026-04-15
XFC-01278,2.13,1.72,5.0,0,50.0,16.63,Valor Bajo,0.0,2026-04-15
XFC-01279,13.54,12.55,27.5,0,88.89,36.69,Valor Medio,2844.0,2026-04-15
XFC-01280,8.39,0.0,0.0,0,0.0,2.1,En Riesgo,556.0,2026-04-15
XFC-01281,14.38,12.21,10.38,50,78.03,36.0,Valor Medio,976.0,2026-04-15
XFC-01282,3.39,2.91,7.0,25,84.22,30.25,Valor Bajo,826.0,2026-04-15
XFC-01283,19.14,17.88,34.88,25,90.44,43.22,Valor Medio,3928.0,2026-04-15
XFC-01284,2.64,2.24,5.25,75,50.0,24.4,Valor Bajo,0.0,2026-04-15
XFC-01285,0.59,0.52,7.75,0,50.0,16.41,Valor Bajo,0.0,2026-04-15
XFC-01286,0.04,0.08,1.12,0,50.0,15.19,Valor Bajo,0.0,2026-04-15
XFC-01287,2.38,2.05,4.12,0,50.0,16.62,Valor Bajo,0.0,2026-04-15
XFC-01288,0.28,0.26,2.12,75,50.0,22.94,Valor Bajo,0.0,2026-04-15
XFC-01289,4.98,0.0,0.0,0,0.0,1.25,En Riesgo,331.0,2026-04-15
XFC-01290,0.13,0.0,0.0,100,50.0,25.03,Valor Bajo,0.0,2026-04-15
XFC-01291,2.57,2.07,12.25,0,50.0,17.89,Valor Bajo,0.0,2026-04-15
XFC-01292,9.03,7.55,18.88,75,70.7,35.31,Valor Medio,708.0,2026-04-15
XFC-01293,47.78,49.82,45.0,50,77.67,56.96,Alto Valor,3681.0,2026-04-15
XFC-01294,10.74,7.91,24.0,75,74.29,37.65,Valor Medio,1498.0,2026-04-15
XFC-01295,4.09,3.38,6.0,0,50.0,17.6,Valor Bajo,0.0,2026-04-15
XFC-01296,0.78,0.67,4.38,100,50.0,25.99,Valor Bajo,0.0,2026-04-15
XFC-01297,0.23,0.0,0.0,0,50.0,15.06,Valor Bajo,0.0,2026-04-15
XFC-01298,28.54,25.88,31.62,75,72.66,46.35,Valor Medio,1443.0,2026-04-15
XFC-01299,2.49,2.07,4.62,0,50.0,16.73,Valor Bajo,0.0,2026-04-15
XFC-01300,0.75,0.65,1.62,0,50.0,15.56,Valor Bajo,0.0,2026-04-15
XFC-01301,3.91,2.29,4.88,0,50.0,17.17,Valor Bajo,0.0,2026-04-15
XFC-01302,2.45,1.99,6.38,0,50.0,16.97,Valor Bajo,0.0,2026-04-15
XFC-01303,1.77,1.44,5.88,0,50.0,16.61,Valor Bajo,0.0,2026-04-15
XFC-01304,0.77,0.66,2.12,0,50.0,15.64,Valor Bajo,0.0,2026-04-15
XFC-01305,2.43,2.09,3.38,0,50.0,16.53,Valor Bajo,0.0,2026-04-15
XFC-01306,18.59,15.32,19.38,75,55.73,34.84,Valor Bajo,427.0,2026-04-15
XFC-01307,0.85,0.74,3.5,75,50.0,23.39,Valor Bajo,0.0,2026-04-15
XFC-01308,3.87,3.28,22.12,25,64.65,26.84,Valor Bajo,530.0,2026-04-15
XFC-01309,1.28,1.03,3.75,0,50.0,16.09,Valor Bajo,0.0,2026-04-15
XFC-01310,23.58,21.62,29.0,25,67.21,37.23,Valor Medio,1210.0,2026-04-15
XFC-01311,0.75,0.65,3.38,0,50.0,15.82,Valor Bajo,0.0,2026-04-15
XFC-01312,0.71,0.59,1.25,100,50.0,25.48,Valor Bajo,0.0,2026-04-15
XFC-01313,36.13,29.17,36.12,0,78.97,43.98,Valor Medio,2336.0,2026-04-15
XFC-01314,12.33,10.36,15.88,25,50.0,25.04,Valor Bajo,0.0,2026-04-15
XFC-01315,5.37,4.61,5.75,0,50.0,18.13,Valor Bajo,0.0,2026-04-15
XFC-01316,0.03,0.0,0.0,25,50.0,17.51,Valor Bajo,0.0,2026-04-15
XFC-01317,0.27,0.26,1.25,50,50.0,20.31,Valor Bajo,0.0,2026-04-15
XFC-01318,54.35,54.39,29.12,0,89.15,55.58,Alto Valor,7632.0,2026-04-15
XFC-01319,4.47,3.91,3.75,0,50.0,17.46,Valor Bajo,0.0,2026-04-15
XFC-01320,0.73,0.63,1.75,0,50.0,15.57,Valor Bajo,0.0,2026-04-15
XFC-01321,6.44,5.04,14.88,0,50.0,19.85,Valor Bajo,0.0,2026-04-15
XFC-01322,0.26,0.23,0.75,0,50.0,15.22,Valor Bajo,0.0,2026-04-15
XFC-01323,35.62,34.98,15.62,75,91.8,53.28,Valor Medio,6157.0,2026-04-15
XFC-01324,0.83,0.0,0.0,0,50.0,15.21,Valor Bajo,0.0,2026-04-15
XFC-01325,3.91,3.37,5.75,0,50.0,17.51,Valor Bajo,0.0,2026-04-15
XFC-01326,20.88,17.12,13.25,0,82.93,35.51,Valor Medio,1884.0,2026-04-15
XFC-01327,7.41,5.6,6.62,0,50.0,18.97,Valor Bajo,0.0,2026-04-15
XFC-01328,29.76,25.74,46.5,0,72.08,41.19,Valor Medio,2044.0,2026-04-15
XFC-01329,1.54,1.41,7.12,0,50.0,16.74,Valor Bajo,0.0,2026-04-15
XFC-01330,0.88,0.0,0.0,0,50.0,15.22,Valor Bajo,0.0,2026-04-15
XFC-01331,68.78,70.62,39.88,0,63.39,56.32,Alto Valor,2074.0,2026-04-15
XFC-01332,15.68,14.85,15.62,0,62.6,28.01,Valor Bajo,661.0,2026-04-15
XFC-01333,1.31,1.15,1.88,25,50.0,18.34,Valor Bajo,0.0,2026-04-15
XFC-01334,0.93,0.42,27.5,100,84.13,39.68,Valor Medio,2121.0,2026-04-15
XFC-01335,5.16,4.3,7.38,0,50.0,18.26,Valor Bajo,0.0,2026-04-15
XFC-01336,14.49,11.66,22.0,75,77.75,40.08,Valor Medio,1282.0,2026-04-15
XFC-01337,0.01,0.0,0.0,0,50.0,15.0,En Riesgo,0.0,2026-04-15
XFC-01338,29.87,37.96,22.5,75,67.34,46.14,Valor Medio,1133.0,2026-04-15
XFC-01339,2.91,0.0,0.0,0,0.0,0.73,En Riesgo,195.0,2026-04-15
XFC-01340,8.67,6.46,10.0,0,50.0,19.96,Valor Bajo,0.0,2026-04-15
XFC-01341,23.35,17.41,32.62,50,58.67,36.81,Valor Medio,940.0,2026-04-15
XFC-01342,0.03,0.06,1.38,0,50.0,15.23,Valor Bajo,0.0,2026-04-15
XFC-01343,2.72,2.25,9.75,50,50.0,22.59,Valor Bajo,0.0,2026-04-15
XFC-01344,0.59,0.0,0.0,0,50.0,15.15,Valor Bajo,0.0,2026-04-15
XFC-01345,2.43,1.62,3.38,0,50.0,16.44,Valor Bajo,0.0,2026-04-15
XFC-01346,2.01,1.24,4.88,0,50.0,16.48,Valor Bajo,0.0,2026-04-15
XFC-01347,3.05,3.19,30.88,75,86.95,39.62,Valor Medio,3466.0,2026-04-15
XFC-01348,3.29,1.66,4.38,0,50.0,16.81,Valor Bajo,0.0,2026-04-15
XFC-01349,1.77,1.53,4.88,0,50.0,16.48,Valor Bajo,0.0,2026-04-15
XFC-01350,14.48,13.05,22.88,0,88.79,36.3,Valor Medio,2213.0,2026-04-15
XFC-01351,0.09,0.12,1.12,0,50.0,15.21,Valor Bajo,0.0,2026-04-15
XFC-01352,0.03,0.06,0.5,0,50.0,15.09,Valor Bajo,0.0,2026-04-15
XFC-01353,2.77,1.16,9.62,75,48.1,24.3,Valor Bajo,298.0,2026-04-15
XFC-01354,1.32,1.15,3.12,50,50.0,21.03,Valor Bajo,0.0,2026-04-15
XFC-01355,0.02,0.0,0.0,0,50.0,15.0,En Riesgo,0.0,2026-04-15
XFC-01356,26.0,27.94,24.62,75,63.83,42.43,Valor Medio,879.0,2026-04-15
XFC-01357,36.55,28.89,31.13,0,81.36,43.99,Valor Medio,3214.0,2026-04-15
XFC-01358,6.75,5.9,9.12,0,50.0,19.24,Valor Bajo,0.0,2026-04-15
XFC-01359,37.12,31.9,34.88,50,74.65,48.29,Valor Medio,2372.0,2026-04-15
XFC-01360,1.44,1.23,3.12,0,50.0,16.07,Valor Bajo,0.0,2026-04-15
XFC-01361,25.02,19.98,33.88,0,79.69,39.24,Valor Medio,2201.0,2026-04-15
XFC-01362,1.56,0.0,0.0,0,50.0,15.39,Valor Bajo,0.0,2026-04-15
XFC-01363,9.81,8.22,33.75,50,88.34,40.66,Valor Medio,4109.0,2026-04-15
XFC-01364,1.64,1.38,3.62,0,50.0,16.23,Valor Bajo,0.0,2026-04-15
XFC-01365,43.14,40.64,22.5,0,80.47,46.43,Valor Medio,3295.0,2026-04-15
XFC-01366,5.32,3.51,6.25,0,50.0,17.97,Valor Bajo,0.0,2026-04-15
XFC-01367,0.18,0.0,0.0,0,50.0,15.04,Valor Bajo,0.0,2026-04-15
XFC-01368,0.34,0.32,1.25,0,50.0,15.34,Valor Bajo,0.0,2026-04-15
XFC-01369,0.24,0.06,0.88,0,50.0,15.2,Valor Bajo,0.0,2026-04-15
XFC-01370,1.35,1.16,9.88,0,50.0,17.05,Valor Bajo,0.0,2026-04-15
XFC-01371,13.65,12.27,18.25,25,83.53,36.16,Valor Medio,1449.0,2026-04-15
XFC-01372,0.98,0.82,1.5,0,50.0,15.63,Valor Bajo,0.0,2026-04-15
XFC-01373,0.5,0.46,3.38,0,50.0,15.72,Valor Bajo,0.0,2026-04-15
XFC-01374,0.07,0.1,2.25,0,50.0,15.38,Valor Bajo,0.0,2026-04-15
XFC-01375,1.61,1.49,1.25,0,50.0,15.89,Valor Bajo,0.0,2026-04-15
XFC-01376,32.68,25.11,47.62,0,85.08,45.86,Valor Medio,7845.0,2026-04-15
XFC-01377,28.07,25.44,37.88,75,86.06,51.11,Valor Medio,3636.0,2026-04-15
XFC-01378,16.17,14.47,22.88,0,67.85,30.72,Valor Bajo,1578.0,2026-04-15
XFC-01379,23.97,18.37,19.75,25,88.15,41.57,Valor Medio,4294.0,2026-04-15
XFC-01380,0.16,0.18,0.38,0,50.0,15.13,Valor Bajo,0.0,2026-04-15
XFC-01381,15.38,20.66,6.88,50,79.4,37.83,Valor Medio,1100.0,2026-04-15
XFC-01382,0.8,0.75,2.88,0,50.0,15.78,Valor Bajo,0.0,2026-04-15
XFC-01383,1.27,1.05,2.5,50,50.0,20.9,Valor Bajo,0.0,2026-04-15
XFC-01384,5.34,3.49,5.38,0,50.0,17.84,Valor Bajo,0.0,2026-04-15
XFC-01385,1.39,0.83,1.5,75,50.0,23.24,Valor Bajo,0.0,2026-04-15
XFC-01386,0.26,0.0,0.0,0,50.0,15.06,Valor Bajo,0.0,2026-04-15
XFC-01387,1.02,0.97,2.12,0,50.0,15.77,Valor Bajo,0.0,2026-04-15
XFC-01388,0.47,0.0,0.0,0,50.0,15.12,Valor Bajo,0.0,2026-04-15
XFC-01389,1.19,0.78,4.88,0,50.0,16.19,Valor Bajo,0.0,2026-04-15
XFC-01390,0.31,0.28,1.88,100,50.0,25.42,Valor Bajo,0.0,2026-04-15
XFC-01391,34.72,24.72,24.0,25,75.06,42.24,Valor Medio,1866.0,2026-04-15
XFC-01392,2.19,1.87,11.12,0,50.0,17.59,Valor Bajo,0.0,2026-04-15
XFC-01393,0.79,0.67,3.75,50,50.0,20.89,Valor Bajo,0.0,2026-04-15
XFC-01394,0.46,0.0,0.0,0,50.0,15.12,Valor Bajo,0.0,2026-04-15
XFC-01395,10.97,8.62,15.38,0,50.0,21.77,Valor Bajo,0.0,2026-04-15
XFC-01396,2.44,1.95,11.88,0,50.0,17.78,Valor Bajo,0.0,2026-04-15
XFC-01397,0.56,0.52,1.88,0,50.0,15.53,Valor Bajo,0.0,2026-04-15
XFC-01398,8.73,4.58,10.75,25,50.0,22.21,Valor Bajo,0.0,2026-04-15
XFC-01399,19.91,14.17,23.0,25,84.44,39.09,Valor Medio,2706.0,2026-04-15
XFC-01400,0.84,0.56,14.75,0,50.0,17.53,Valor Bajo,0.0,2026-04-15
XFC-01401,0.97,0.84,2.38,0,50.0,15.77,Valor Bajo,0.0,2026-04-15
XFC-01402,5.04,5.47,3.62,25,80.29,29.48,Valor Bajo,678.0,2026-04-15
XFC-01403,50.88,45.27,21.75,0,92.36,52.74,Valor Medio,10025.0,2026-04-15
XFC-01404,0.57,0.54,1.0,0,50.0,15.4,Valor Bajo,0.0,2026-04-15
XFC-01405,0.87,0.73,14.37,0,50.0,17.52,Valor Bajo,0.0,2026-04-15
XFC-01406,4.11,3.56,7.62,0,50.0,17.88,Valor Bajo,0.0,2026-04-15
XFC-01407,14.23,14.33,44.5,25,77.7,38.91,Valor Medio,4405.0,2026-04-15
XFC-01408,9.7,7.93,28.88,0,72.8,30.18,Valor Bajo,1163.0,2026-04-15
XFC-01409,65.13,60.39,32.62,50,76.56,61.22,Alto Valor,3978.0,2026-04-15
XFC-01410,17.3,15.8,24.88,0,89.24,37.99,Valor Medio,3096.0,2026-04-15
XFC-01411,1.67,1.47,1.38,50,50.0,20.92,Valor Bajo,0.0,2026-04-15
XFC-01412,5.48,4.12,7.38,0,50.0,18.3,Valor Bajo,0.0,2026-04-15
XFC-01413,3.47,2.49,11.62,0,50.0,18.11,Valor Bajo,0.0,2026-04-15
XFC-01414,1.49,1.28,3.88,0,50.0,16.21,Valor Bajo,0.0,2026-04-15
XFC-01415,2.42,1.92,5.38,0,50.0,16.8,Valor Bajo,0.0,2026-04-15
XFC-01416,0.28,0.28,1.88,75,50.0,22.91,Valor Bajo,0.0,2026-04-15
XFC-01417,2.81,2.4,9.25,0,50.0,17.57,Valor Bajo,0.0,2026-04-15
XFC-01418,1.22,1.1,4.38,0,50.0,16.18,Valor Bajo,0.0,2026-04-15
XFC-01419,3.33,2.86,5.38,100,50.0,27.21,Valor Bajo,0.0,2026-04-15
XFC-01420,22.07,19.61,34.38,25,78.4,40.62,Valor Medio,1576.0,2026-04-15
XFC-01421,23.91,20.68,32.38,25,82.92,42.35,Valor Medio,3453.0,2026-04-15
XFC-01422,27.02,25.33,25.87,100,66.49,45.65,Valor Medio,1403.0,2026-04-15
XFC-01423,1.69,1.46,3.75,75,50.0,23.78,Valor Bajo,0.0,2026-04-15
XFC-01424,9.64,6.89,10.25,75,76.4,35.75,Valor Medio,701.0,2026-04-15
XFC-01425,0.02,0.06,1.38,25,50.0,17.72,Valor Bajo,0.0,2026-04-15
XFC-01426,2.56,2.22,3.62,0,50.0,16.63,Valor Bajo,0.0,2026-04-15
XFC-01427,27.64,25.19,25.12,100,70.18,46.77,Valor Medio,1149.0,2026-04-15
XFC-01428,28.19,28.44,18.12,25,85.64,43.65,Valor Medio,2992.0,2026-04-15
XFC-01429,3.55,0.0,0.0,0,0.0,0.89,En Riesgo,237.0,2026-04-15
XFC-01430,4.82,4.1,6.0,0,50.0,17.92,Valor Bajo,0.0,2026-04-15
XFC-01431,3.82,3.21,5.5,0,50.0,17.42,Valor Bajo,0.0,2026-04-15
XFC-01432,1.84,0.58,25.0,0,50.0,19.33,Valor Bajo,0.0,2026-04-15
XFC-01433,0.17,0.18,1.75,0,50.0,15.34,Valor Bajo,0.0,2026-04-15
XFC-01434,22.33,19.99,37.25,0,92.92,43.04,Valor Medio,5676.0,2026-04-15
XFC-01435,0.37,0.33,1.5,0,50.0,15.38,Valor Bajo,0.0,2026-04-15
XFC-01436,2.27,1.94,2.38,0,50.0,16.31,Valor Bajo,0.0,2026-04-15
XFC-01437,1.94,1.55,16.25,0,50.0,18.23,Valor Bajo,0.0,2026-04-15
XFC-01438,0.36,0.32,2.0,0,50.0,15.45,Valor Bajo,0.0,2026-04-15
XFC-01439,2.27,2.22,1.5,0,50.0,16.24,Valor Bajo,0.0,2026-04-15
XFC-01440,6.68,4.56,28.0,0,80.36,30.89,Valor Bajo,2059.0,2026-04-15
XFC-01441,1.89,1.92,12.5,0,50.0,17.73,Valor Bajo,0.0,2026-04-15
XFC-01442,3.14,2.66,4.88,0,50.0,17.05,Valor Bajo,0.0,2026-04-15
XFC-01443,0.39,0.0,0.0,0,50.0,15.1,Valor Bajo,0.0,2026-04-15
XFC-01444,2.99,2.69,5.62,0,50.0,17.13,Valor Bajo,0.0,2026-04-15
XFC-01445,33.6,35.46,26.62,0,84.46,44.82,Valor Medio,4328.0,2026-04-15
XFC-01446,0.78,0.67,3.12,25,50.0,18.3,Valor Bajo,0.0,2026-04-15
XFC-01447,6.5,5.25,12.62,25,50.0,22.07,Valor Bajo,0.0,2026-04-15
XFC-01448,1.36,1.19,3.38,25,50.0,18.58,Valor Bajo,0.0,2026-04-15
XFC-01449,7.48,6.25,9.25,25,50.0,22.01,Valor Bajo,0.0,2026-04-15
XFC-01450,1.02,0.83,1.62,0,50.0,15.66,Valor Bajo,0.0,2026-04-15
XFC-01451,0.62,0.57,4.12,0,50.0,15.89,Valor Bajo,0.0,2026-04-15
XFC-01452,31.79,32.52,33.5,25,87.34,48.18,Valor Medio,5967.0,2026-04-15
XFC-01453,1.37,1.21,3.62,25,50.0,18.63,Valor Bajo,0.0,2026-04-15
XFC-01454,0.17,0.0,0.0,75,50.0,22.54,Valor Bajo,0.0,2026-04-15
XFC-01455,5.62,4.67,9.25,0,50.0,18.73,Valor Bajo,0.0,2026-04-15
XFC-01456,0.81,0.35,2.88,0,50.0,15.7,Valor Bajo,0.0,2026-04-15
XFC-01457,0.44,0.41,3.25,25,50.0,18.18,Valor Bajo,0.0,2026-04-15
XFC-01458,0.63,0.58,8.38,0,50.0,16.53,Valor Bajo,0.0,2026-04-15
XFC-01459,11.79,9.6,17.12,0,50.0,22.44,Valor Bajo,0.0,2026-04-15
XFC-01460,16.16,11.4,28.25,0,82.81,35.4,Valor Medio,2834.0,2026-04-15
XFC-01461,0.84,0.61,2.38,0,50.0,15.69,Valor Bajo,0.0,2026-04-15
XFC-01462,0.24,0.23,1.25,0,50.0,15.29,Valor Bajo,0.0,2026-04-15
XFC-01463,4.85,3.69,7.5,25,50.0,20.58,Valor Bajo,0.0,2026-04-15
XFC-01464,30.37,32.52,45.25,0,69.62,41.77,Valor Medio,3407.0,2026-04-15
XFC-01465,0.24,0.24,4.25,0,50.0,15.75,Valor Bajo,0.0,2026-04-15
XFC-01466,1.35,1.22,1.62,75,50.0,23.32,Valor Bajo,0.0,2026-04-15
XFC-01467,3.55,2.65,8.12,0,50.0,17.64,Valor Bajo,0.0,2026-04-15
XFC-01468,0.15,0.16,1.0,0,50.0,15.22,Valor Bajo,0.0,2026-04-15
XFC-01469,47.59,42.01,27.75,0,84.59,49.84,Valor Medio,4806.0,2026-04-15
XFC-01470,12.39,10.83,22.38,75,62.41,34.84,Valor Bajo,584.0,2026-04-15
XFC-01471,6.65,6.79,8.0,50,83.21,34.18,Valor Bajo,658.0,2026-04-15
XFC-01472,0.38,0.34,0.62,50,50.0,20.26,Valor Bajo,0.0,2026-04-15
XFC-01473,0.1,0.12,5.62,0,50.0,15.89,Valor Bajo,0.0,2026-04-15
XFC-01474,32.22,27.91,33.88,50,78.45,47.25,Valor Medio,2045.0,2026-04-15
XFC-01475,3.65,2.79,6.88,0,50.0,17.5,Valor Bajo,0.0,2026-04-15
XFC-01476,0.13,0.14,12.5,0,50.0,16.94,Valor Bajo,0.0,2026-04-15
XFC-01477,0.43,0.4,0.62,50,50.0,20.28,Valor Bajo,0.0,2026-04-15
XFC-01478,30.11,37.18,27.75,75,75.76,49.35,Valor Medio,2113.0,2026-04-15
XFC-01479,10.1,7.92,12.75,0,77.58,29.3,Valor Bajo,735.0,2026-04-15
XFC-01480,18.07,13.82,29.0,0,81.27,36.01,Valor Medio,1985.0,2026-04-15
XFC-01481,1.85,1.72,3.12,0,50.0,16.27,Valor Bajo,0.0,2026-04-15
XFC-01482,3.78,3.27,16.5,0,69.84,25.03,Valor Bajo,753.0,2026-04-15
XFC-01483,0.24,0.23,2.25,0,50.0,15.44,Valor Bajo,0.0,2026-04-15
XFC-01484,4.06,3.83,8.0,75,81.12,34.82,Valor Bajo,709.0,2026-04-15
XFC-01485,31.04,23.56,29.88,75,83.88,49.62,Valor Medio,2764.0,2026-04-15
XFC-01486,5.9,4.4,9.88,0,50.0,18.84,Valor Bajo,0.0,2026-04-15
XFC-01487,6.0,4.65,10.5,25,50.0,21.5,Valor Bajo,0.0,2026-04-15
XFC-01488,3.54,2.31,6.0,0,50.0,17.25,Valor Bajo,0.0,2026-04-15
XFC-01489,11.56,9.91,21.88,100,79.29,41.94,Valor Medio,1164.0,2026-04-15
XFC-01490,4.57,4.04,7.25,75,50.0,25.54,Valor Bajo,0.0,2026-04-15
XFC-01491,46.64,50.62,43.88,75,54.67,52.27,Valor Medio,1286.0,2026-04-15
XFC-01492,32.52,28.97,34.38,0,82.42,43.81,Valor Medio,2680.0,2026-04-15
XFC-01493,15.9,15.77,9.38,25,86.67,37.04,Valor Medio,1766.0,2026-04-15
XFC-01494,28.7,27.37,31.37,75,79.24,48.63,Valor Medio,2210.0,2026-04-15
XFC-01495,1.88,1.59,3.38,0,50.0,16.3,Valor Bajo,0.0,2026-04-15
XFC-01496,1.82,1.66,2.0,25,50.0,18.59,Valor Bajo,0.0,2026-04-15
XFC-01497,8.69,6.16,11.12,75,50.0,27.57,Valor Bajo,0.0,2026-04-15
XFC-01498,2.62,2.13,5.0,0,50.0,16.83,Valor Bajo,0.0,2026-04-15
XFC-01499,6.87,5.63,13.5,50,50.0,24.87,Valor Bajo,0.0,2026-04-15
XFC-01500,2.61,2.17,10.25,0,50.0,17.62,Valor Bajo,0.0,2026-04-15
XFC-01501,2.21,0.0,0.0,0,56.5,17.5,Valor Bajo,1725.0,2026-04-15
XFC-01502,2.96,1.7,3.88,25,50.0,19.16,Valor Bajo,0.0,2026-04-15
XFC-01503,1.81,1.51,4.0,0,50.0,16.35,Valor Bajo,0.0,2026-04-15
XFC-01504,20.49,17.64,24.88,75,80.18,43.94,Valor Medio,1513.0,2026-04-15
XFC-01505,22.41,18.96,30.0,0,72.89,35.76,Valor Medio,1548.0,2026-04-15
XFC-01506,2.07,1.39,4.75,75,50.0,24.01,Valor Bajo,0.0,2026-04-15
XFC-01507,14.76,13.33,22.5,25,82.1,36.86,Valor Medio,1918.0,2026-04-15
XFC-01508,1.94,1.66,7.0,50,50.0,21.87,Valor Bajo,0.0,2026-04-15
XFC-01509,10.04,8.23,13.5,0,50.0,21.18,Valor Bajo,0.0,2026-04-15
XFC-01510,29.65,26.28,28.75,75,84.56,49.85,Valor Medio,3456.0,2026-04-15
XFC-01511,16.64,18.41,16.62,100,64.85,39.79,Valor Medio,554.0,2026-04-15
XFC-01512,0.21,0.23,0.75,0,50.0,15.21,Valor Bajo,0.0,2026-04-15
XFC-01513,36.36,39.76,29.62,75,78.16,52.43,Valor Medio,2384.0,2026-04-15
XFC-01514,11.04,9.97,16.75,50,74.17,34.52,Valor Bajo,880.0,2026-04-15
XFC-01515,32.67,34.62,28.5,25,60.32,39.96,Valor Medio,1086.0,2026-04-15
XFC-01516,18.39,13.6,24.88,0,65.1,30.58,Valor Bajo,1896.0,2026-04-15
XFC-01517,14.65,13.95,16.5,50,86.62,39.91,Valor Medio,2630.0,2026-04-15
XFC-01518,2.39,0.0,0.0,0,0.0,0.6,En Riesgo,161.0,2026-04-15
XFC-01519,17.78,21.08,14.25,0,70.78,32.03,Valor Bajo,818.0,2026-04-15
XFC-01520,40.39,47.25,21.5,0,84.73,48.19,Valor Medio,3694.0,2026-04-15
XFC-01521,2.69,2.32,15.12,75,50.0,25.9,Valor Bajo,0.0,2026-04-15
XFC-01522,30.93,36.45,35.12,75,90.91,55.06,Alto Valor,6455.0,2026-04-15
XFC-01523,8.69,6.56,11.0,75,50.0,27.63,Valor Bajo,0.0,2026-04-15
XFC-01524,9.41,7.31,11.5,0,50.0,20.54,Valor Bajo,0.0,2026-04-15
XFC-01525,24.46,21.07,34.5,75,82.44,47.74,Valor Medio,2353.0,2026-04-15
XFC-01526,0.26,0.24,14.0,0,50.0,17.21,Valor Bajo,0.0,2026-04-15
XFC-01527,40.48,35.52,20.12,0,76.11,43.08,Valor Medio,2207.0,2026-04-15
XFC-01528,1.84,1.56,6.75,50,50.0,21.78,Valor Bajo,0.0,2026-04-15
XFC-01529,2.07,1.6,4.5,0,50.0,16.51,Valor Bajo,0.0,2026-04-15
XFC-01530,0.57,0.0,0.0,75,50.0,22.64,Valor Bajo,0.0,2026-04-15
XFC-01531,0.58,0.0,0.0,0,50.0,15.14,Valor Bajo,0.0,2026-04-15
XFC-01532,1.63,1.56,2.25,0,50.0,16.06,Valor Bajo,0.0,2026-04-15
XFC-01533,2.97,1.56,2.0,25,50.0,18.85,Valor Bajo,0.0,2026-04-15
XFC-01534,76.72,74.05,34.62,0,84.38,64.5,Alto Valor,7242.0,2026-04-15
XFC-01535,26.78,21.28,27.0,50,87.6,46.28,Valor Medio,3327.0,2026-04-15
XFC-01536,42.54,40.84,30.38,0,68.49,43.91,Valor Medio,1919.0,2026-04-15
XFC-01537,31.22,27.31,36.62,25,78.61,44.84,Valor Medio,2163.0,2026-04-15
XFC-01538,9.71,8.08,14.5,0,50.0,21.22,Valor Bajo,0.0,2026-04-15
XFC-01539,2.2,1.04,3.12,25,50.0,18.73,Valor Bajo,0.0,2026-04-15
XFC-01540,4.38,3.69,5.62,25,50.0,20.18,Valor Bajo,0.0,2026-04-15
XFC-01541,2.68,2.27,11.0,25,50.0,20.27,Valor Bajo,0.0,2026-04-15
XFC-01542,7.56,6.29,9.38,0,50.0,19.56,Valor Bajo,0.0,2026-04-15
XFC-01543,12.01,8.06,14.37,0,78.94,30.45,Valor Bajo,1238.0,2026-04-15
XFC-01544,24.97,22.51,22.62,0,70.74,35.36,Valor Medio,1155.0,2026-04-15
XFC-01545,0.02,0.06,0.62,25,50.0,17.61,Valor Bajo,0.0,2026-04-15
XFC-01546,1.4,1.12,4.38,0,50.0,16.23,Valor Bajo,0.0,2026-04-15
XFC-01547,13.75,11.23,31.0,50,77.98,38.73,Valor Medio,1690.0,2026-04-15
XFC-01548,1.97,1.6,7.75,0,50.0,16.98,Valor Bajo,0.0,2026-04-15
XFC-01549,11.7,8.07,21.5,0,79.51,31.62,Valor Bajo,1597.0,2026-04-15
XFC-01550,16.68,14.28,22.25,25,82.83,37.71,Valor Medio,1614.0,2026-04-15
XFC-01551,1.42,1.19,2.38,0,50.0,15.95,Valor Bajo,0.0,2026-04-15
XFC-01552,4.91,4.45,8.25,50,50.0,23.36,Valor Bajo,0.0,2026-04-15
XFC-01553,8.48,7.31,13.25,0,50.0,20.57,Valor Bajo,0.0,2026-04-15
XFC-01554,8.57,7.58,23.62,50,75.62,34.89,Valor Bajo,1120.0,2026-04-15
XFC-01555,0.14,0.16,0.62,0,50.0,15.16,Valor Bajo,0.0,2026-04-15
XFC-01556,28.5,25.03,24.0,25,68.78,38.86,Valor Medio,1151.0,2026-04-15
